TCGA-19-1389,TCGA-19-1787,TCGA-19-0957,TCGA-19-1390,TCGA-19-2629,TCGA-32-2632,TCGA-06-2558,TCGA-16-1045,TCGA-32-1982,TCGA-14-1034,TCGA-28-2513,TCGA-12-0821,TCGA-14-2554,TCGA-14-0789,TCGA-16-0846,TCGA-32-1970,TCGA-06-2563,TCGA-14-0817,TCGA-14-0790,TCGA-19-2620,TCGA-12-1597,TCGA-12-3652,TCGA-06-0125,TCGA-28-2509,TCGA-32-2638,TCGA-06-2562,TCGA-14-0736,TCGA-06-2567,TCGA-06-2559,TCGA-02-2485,TCGA-27-2521,TCGA-02-2486,TCGA-19-2625,TCGA-28-2514,TCGA-27-1834,TCGA-41-2571,TCGA-19-2619,TCGA-14-1823,TCGA-14-1825,TCGA-27-2523,TCGA-27-1831,TCGA-14-1829,TCGA-27-2524,TCGA-12-3650,TCGA-06-0878,TCGA-32-2634,TCGA-27-2528,TCGA-27-2526,TCGA-28-1753,TCGA-27-1830,TCGA-28-1747,TCGA-14-0787,TCGA-27-1832,TCGA-06-0129,TCGA-19-2624,TCGA-27-2519,TCGA-27-1837,TCGA-06-0882,TCGA-06-2561,TCGA-06-2569,TCGA-06-0130,TCGA-12-3653,TCGA-06-0141
MRPL46,280.2732,417.7433,333.1516,299.1757,250.5723,355.3468,333.8384,253.5826,557.6679,292.7418,429.0616,495.3282,519.2864,287.4289,438.9685,346.2292,447.4336,644.6492,453.2423,355.3114,489.5199,667.0951,367.8957,452.4048,354.1667,648.9028,1020.2931,461.1625,352.5708,479.0476,678.4888,639.6341,439.9499,375.4925,252.0776,598.8183,301.4950,703.6759,479.9331,418.0924,1048.8962,1228.5245,470.7292,448.6301,278.7597,354.5170,480.2475,636.5169,365.4877,368.7500,440.2101,559.5065,368.9737,339.5278,371.7380,223.3584,390.1293,378.2706,345.9155,564.4838,486.8489,430.0218,683.2649
ATP5E,3792.1448,2230.4048,2069.2475,1101.0481,2222.2685,3051.1191,2863.6364,2887.8505,4363.3291,1994.8695,4122.9300,2253.8143,5931.5333,1883.7650,3126.0745,1866.3075,4398.8201,5647.0588,3030.0341,2960.6227,4034.4828,7075.1928,2597.2703,3285.0701,2957.5472,3045.6785,7155.5806,2018.0640,1788.5624,2135.7143,3159.8194,4720.1220,3382.8512,2295.3422,2077.5623,4081.0318,1973.8372,6928.7322,2801.0033,3970.5015,11891.0666,9683.0202,4667.1657,2820.2055,2195.1000,2887.4323,4608.7577,8027.5281,2497.3205,2332.8125,2815.6834,4415.0943,3519.4761,1623.4703,2489.1181,4740.5813,2902.4677,4303.6489,2979.7183,2696.4012,4603.9195,2364.7571,4383.4702
SLC25A3,6101.3786,9340.2239,4561.0687,3738.6791,5133.4027,5703.7856,6018.1818,6277.8816,7337.5581,6139.7314,5716.2465,5530.9284,7548.2160,4888.8187,4941.5473,5470.1273,7075.8702,9030.1914,6900.3413,5787.5458,6936.4435,8765.4242,5841.1082,6942.8858,5032.2327,6066.7264,8785.7948,4395.7072,5072.4029,5948.0952,6560.6344,5421.3415,5114.9939,5878.8772,4575.0693,5946.3772,6166.1130,10312.8282,6722.4080,6038.1514,8303.6930,9227.0655,8936.6672,7491.4384,5823.2155,5711.0288,7417.8962,7634.2697,5801.7149,5070.8333,5631.3668,5933.9623,5267.2462,6699.0811,5122.2280,4783.6383,5580.4935,6117.0949,8680.0000,5712.3304,7640.0206,6476.4322,10559.5483
MRPS23,837.1954,811.8002,594.3293,478.2741,990.2185,889.7485,1186.8687,765.1090,1051.1196,689.9049,896.3151,1348.7877,1439.2478,516.1087,738.6819,651.8119,1036.4602,2201.5592,957.6792,698.7179,1130.4936,2359.2545,607.8631,887.7756,692.6101,938.1997,2886.1330,1095.3140,757.6076,820.4762,1532.7679,1249.3902,1089.3754,707.2160,782.8255,1061.6218,651.9934,1377.3443,1188.9632,910.1278,3505.6736,3884.0051,1909.2679,1198.6301,1122.4582,876.9830,1045.6925,1679.7753,649.5177,631.7708,830.0965,1347.6052,855.8203,606.9471,599.0717,1017.2228,773.2080,870.5855,784.2254,1175.6932,673.0273,644.6701,1555.4415
FH,1194.1813,2535.3144,1070.8833,1053.4242,1161.2903,1229.6214,1263.1313,1213.7072,1096.7469,764.1467,1179.1735,1389.4737,1584.3780,729.6273,1071.0602,1498.5309,1795.8702,2165.2729,1485.3242,1234.4322,1122.3800,1966.5810,983.0923,1782.5651,1088.8365,1286.6099,2149.9436,1567.5274,900.3148,630.9524,1271.9462,1296.9512,1924.2047,1257.7848,1198.3380,1031.0037,1377.9070,1930.2326,1346.1538,831.0718,1898.9065,1731.8986,1964.3659,1668.6644,1148.9562,1603.1158,1746.7872,1803.3708,1159.6999,1140.6250,1285.4525,1566.0377,1437.5071,954.7159,1265.8071,1435.4144,995.2996,1203.3322,1446.1972,1873.7463,1657.5554,1380.7107,1959.9589
PMPCA,1045.5882,1272.1792,933.4787,1971.3036,1232.0499,1631.9425,1425.7576,747.0405,1368.8213,1173.3816,1555.1246,965.1094,1142.7194,1127.6058,1071.6332,1335.4554,1910.0885,2193.6215,1410.9215,1525.6410,1560.5139,1680.5913,1630.4746,2205.9118,1373.4277,1448.2759,1299.8873,1186.2714,1286.9885,1329.0476,1620.0022,1028.0488,1782.8471,1378.4953,1080.3324,1616.2794,1727.1595,1231.0578,1655.5184,1787.2173,2092.0157,1550.9757,2508.1599,1875.0000,1277.2069,1382.3501,1562.5892,1450.5618,1312.9689,1147.3958,1340.6620,1359.2163,1356.6670,1212.2461,1295.9257,1333.6921,1374.8531,1428.6050,907.6056,1695.3392,1530.6859,801.3053,1121.1499
ATP5B,7734.0908,20599.4832,6256.8157,9256.5381,13623.7253,11577.2313,12250.0000,12343.3022,13399.2395,9475.1773,10008.6528,12150.9166,15935.3905,9488.3133,8574.7851,10819.2948,17296.0472,17368.1077,15258.0205,10988.0952,13985.1251,24193.4447,10565.0845,11446.8938,9336.8711,9277.6534,18817.3619,9226.2246,11672.6128,11248.5714,14765.5028,10412.8049,8749.3182,15621.4114,8837.1191,8444.6917,12310.2159,15594.1485,12784.2809,13479.6460,11399.2160,17532.7376,19759.2454,15979.4521,9929.3561,10886.2924,15889.1004,16274.1573,10068.5959,9423.9583,10070.1112,10928.8824,7915.5470,8821.1298,5400.3094,8844.9946,10793.1845,10776.0178,14432.6761,15204.7198,11223.3110,13700.5076,15653.4908
C6orf57,88.7935,87.4246,94.3293,77.3379,61.6025,164.6864,236.8687,119.6262,211.2379,127.3578,142.6227,182.1407,189.9711,104.8642,83.0946,91.5769,166.1357,329.9787,156.9966,126.3736,273.8337,518.6375,81.8904,119.7395,98.6635,142.4093,390.0789,152.1624,163.6936,135.7143,230.8624,223.1707,117.7980,86.1560,135.7341,206.6718,129.1528,185.2963,130.4348,251.3274,657.7264,452.3071,275.4903,202.9110,150.5090,94.6139,136.6016,270.2247,70.7395,122.9167,98.6930,113.2075,89.8724,75.8169,105.6215,107.6426,72.8555,163.3228,111.5493,222.3009,69.6235,91.3706,143.2238
ISCA1,723.0324,465.5469,818.4297,680.2483,989.8023,501.2434,1134.3434,581.3084,1098.4368,939.7918,1043.1150,696.3312,1346.1909,923.3481,801.7020,728.6974,883.0678,1627.2147,1189.7611,1078.7546,1166.6058,999.3573,752.3162,970.9419,742.1384,1056.8742,1969.5603,666.8792,835.7817,743.8095,710.5805,1001.8293,418.4390,1256.2829,938.9640,1105.7824,1176.0797,1365.3413,896.3211,765.6637,1780.8954,3700.8937,1308.5791,863.8699,737.7062,906.5299,1128.9862,1158.3202,590.5681,852.6042,744.0235,767.7794,663.4301,390.2097,594.1207,956.3348,733.2550,853.6900,718.3099,774.0413,791.5317,418.4191,963.5524
SUCLA2,554.3732,761.2661,926.3577,1643.0894,879.9209,509.9751,892.6364,822.1620,1325.4415,658.7777,1103.5835,1275.0183,1295.6895,980.1453,941.6504,605.6317,1256.2029,958.6109,1225.8362,1385.0366,1024.4219,855.4242,626.3109,781.4980,942.1934,1159.7223,1458.5006,540.8904,730.9706,1016.5667,985.0028,1111.4939,462.5415,1401.8081,759.6399,406.2897,1022.2757,1271.0653,913.0435,1138.9577,2257.2478,2685.1067,625.3870,1359.0582,1236.1879,640.8549,1349.0528,1177.4326,854.7696,589.3594,988.2692,603.5559,383.0100,804.7921,937.1346,581.0334,850.2820,1064.2450,1203.3859,700.1912,567.3337,635.3372,1562.9723
COQ3,164.2981,104.6512,96.5104,143.2787,52.0291,135.9492,226.7677,75.3894,133.5023,103.2141,85.9317,185.9255,248.7946,70.1200,147.8510,125.8570,138.7611,217.1510,209.5563,85.1648,234.6180,222.3650,129.1505,87.1743,113.2075,114.1961,223.2244,116.4595,182.5813,152.8571,188.1264,191.4634,131.6265,122.5534,160.6648,98.3310,62.7076,230.3076,277.5920,192.7237,295.4405,342.1485,140.7396,178.9384,111.2919,164.5293,120.4188,292.1348,131.8328,136.4583,154.8797,154.5718,51.0331,126.4988,195.5647,143.1647,144.5358,113.1057,90.1408,156.2242,71.6864,65.2647,99.0760
MRPS15,1012.3661,1065.4608,546.3468,223.8730,746.3059,735.0097,914.1414,603.7383,976.7638,961.5211,917.2013,949.4973,1321.6008,502.8427,711.1748,542.1156,1096.4012,2465.2020,1073.0375,676.7399,988.5057,1934.4473,559.3807,1023.5471,579.7956,469.3238,2368.6584,599.7237,678.3841,816.6667,830.4879,1409.1463,1252.7561,538.1292,649.8615,764.8623,332.6412,1851.4629,752.5084,853.8840,4016.5051,3120.1897,2323.1023,1003.4247,660.3319,899.7815,826.7492,1604.4944,610.9325,653.1250,788.0787,920.1742,1115.9535,393.9182,830.1186,863.2939,667.4501,752.3173,656.9014,1187.9646,953.5843,591.0080,1319.8152
IDH3A,1485.9312,1407.4074,1515.8124,903.6328,621.8522,1402.5974,1064.1414,842.3676,1475.2852,1125.0943,1334.3279,1332.2295,1765.1880,1243.8408,1236.1032,1191.9687,2038.9381,1471.2970,1353.5836,1900.1832,1023.6646,1969.1517,1170.5032,1217.9359,1248.4277,2741.1554,2949.2672,1049.4103,1252.8856,1241.9048,1153.8716,1962.1951,1083.2294,2123.0302,1218.8366,773.1056,1437.2924,1958.7397,983.2776,1658.6037,2164.6379,2377.5305,1118.1315,1424.6575,1217.8512,991.7355,2008.0914,2276.9663,954.9839,1097.9167,1371.9311,1629.1727,1190.4708,703.3664,1343.7855,706.1356,1179.7885,1662.7948,1874.9296,1013.3333,1205.2604,1678.7527,1545.6879
COX11,943.7415,1036.1068,685.9378,720.4396,732.8949,839.3424,967.3737,815.1963,818.6734,828.1817,860.8325,1335.8250,1803.7753,708.4334,902.2464,457.7914,723.2850,1067.7193,1180.0478,1068.7271,1146.9033,1299.3959,574.1251,829.8747,787.4961,1158.5266,2033.0440,759.0097,827.7387,672.0714,966.6351,1793.5610,982.0460,854.5243,684.6537,721.7615,783.2226,2029.0323,916.8060,861.2153,2664.6338,3078.6066,933.9123,875.6336,952.6162,912.7577,1021.1661,1317.8315,627.7921,852.0781,923.9184,862.1263,1173.7564,726.0703,612.1960,990.9957,671.1281,919.9202,899.6225,513.9823,378.9170,638.5134,1445.6571
ETFDH,421.0138,420.3273,389.3130,278.0096,221.4360,246.4769,368.6869,467.9128,250.1056,333.1221,287.0357,311.2951,243.0087,387.8711,305.4441,408.4231,408.7316,281.2190,286.6894,270.1465,201.4875,285.9897,246.0786,338.1764,247.2484,304.9709,567.0800,474.7636,387.1983,181.4286,345.4125,373.6646,443.0229,269.5253,329.0859,223.7472,408.6379,467.3668,334.4482,221.8289,376.3152,356.0095,284.4737,154.1096,347.4745,249.6438,224.1790,502.8090,244.3730,446.8750,288.7505,188.6792,570.8479,157.4024,305.7246,386.4370,195.0646,472.1342,589.8592,181.7109,408.4580,201.5954,688.3984
TIMM10,388.3958,352.7132,327.1538,391.5742,544.0166,490.7433,596.4646,368.8474,672.5813,347.0650,451.7380,517.5636,1186.5959,487.0499,495.7020,558.2762,490.3835,1067.0446,593.1741,478.0220,689.6552,1115.0386,344.6730,327.6553,400.9434,482.7586,1529.8760,428.0098,434.9423,574.7619,656.9005,602.4390,751.3464,358.9064,554.5706,988.6095,366.6944,678.9197,658.8629,797.2468,1976.4803,2049.2431,1608.6240,875.8562,500.2835,472.3093,753.4507,1329.2135,449.0890,268.7500,511.5427,838.8970,541.9442,444.6001,490.1496,736.2756,415.9812,495.1308,467.6056,428.5546,545.6421,457.5780,857.2895
MRPL34,779.8119,794.1430,580.1527,399.3080,867.4298,1493.7828,695.9596,543.9252,888.8889,527.5389,1008.5037,576.7002,1094.0212,725.2053,720.9169,653.7708,845.3097,2401.7009,1180.8874,664.8352,1016.9033,2145.2442,517.4170,817.6353,674.9214,434.8410,2074.4081,744.6605,556.1385,717.1429,891.2876,1203.6585,784.1249,550.1081,505.8172,721.8792,436.4618,1294.8237,563.5452,551.8191,2639.1582,3883.2756,2169.7859,1510.2740,453.6469,620.4997,851.9752,1870.2247,535.9057,505.2083,620.9845,359.9419,935.7570,314.8049,493.8628,376.7492,564.0423,920.8025,649.5775,942.5369,584.3218,685.2792,907.5975
BCKDHA,508.5992,923.3419,801.5703,1158.8481,797.9188,1006.9080,715.6566,1098.4424,954.4571,1352.6483,1063.4044,1059.7280,728.5439,1197.7258,947.2779,543.5847,1165.3097,1763.2884,1190.4437,1128.2051,2069.6416,2670.7005,1063.3530,1007.5150,926.1006,743.8424,1411.7249,1473.5947,751.3116,1005.3619,695.2308,1151.7866,1080.1564,1290.4965,726.8698,1702.8342,1144.5183,729.1823,1102.0067,1518.1908,621.4153,1527.6309,2211.1094,1705.1969,819.3203,1125.8668,732.9843,994.9438,768.4887,592.7083,1133.9929,892.5980,856.2719,955.5235,584.6313,460.1722,558.1669,693.1832,510.9859,280.8260,833.4193,989.1226,908.1109
UQCRH,1243.7124,1929.3712,970.0109,523.8628,1058.8970,1281.5695,1588.3838,1320.2492,1924.7993,1368.3416,1019.2451,1922.6493,1583.8959,967.7827,1224.6418,1178.2566,1319.6460,3224.3799,1333.1058,1196.8864,1841.7850,2737.7892,916.6836,1565.6313,926.4937,897.4474,4479.1432,884.9219,1174.7114,1146.1905,1464.9190,1485.9756,2358.5208,1252.7168,926.3158,1848.2699,743.3555,3150.0375,1685.6187,1307.7679,4788.1164,5245.3037,3110.0464,1505.1370,1104.4395,1639.5934,1761.0662,2829.2135,952.8403,838.5417,974.2274,1313.4978,1360.2800,937.8219,1265.3945,1659.3111,1025.8519,1164.3787,1310.9859,2149.8525,1582.7746,1535.1704,2680.6982
HIGD2A,1269.6859,1598.6219,821.7012,763.6105,1365.6608,1836.4189,963.1313,919.6262,1115.3359,925.3056,1033.5671,1149.6156,1284.4744,1006.9488,1218.3381,903.5260,1470.2065,1719.0645,1370.6485,1152.0147,1698.4449,3210.1542,804.2371,989.9800,959.9057,1057.7698,2376.5502,815.2162,1020.4617,1198.0952,1341.5574,1732.9268,1763.8970,969.8304,748.4765,1131.1012,953.9037,1615.9040,844.4816,978.1711,2096.1419,1328.4698,2476.4186,1654.9658,859.5973,871.6633,1427.8915,3232.5843,866.0236,782.2917,1191.6453,1275.0363,1563.5091,811.7351,1060.3404,986.5447,858.9894,1344.5970,1203.3803,484.7198,989.1697,1230.6019,1763.3470
ATP5O,2437.2896,4839.7933,2510.3599,2075.9133,2686.7846,2751.0362,3312.1212,2914.6417,4660.7520,2807.9070,2463.9714,4158.0130,4338.4764,1994.9463,3092.8367,2179.7258,3385.9587,6254.2877,3246.4164,2963.3700,4662.6099,6191.5167,2032.5932,3398.7976,2243.3176,2067.6220,11528.7486,2277.7601,2720.8814,3444.2857,2247.8247,3379.8780,3418.1906,2866.1830,2491.9668,4238.2437,1882.0598,5838.7097,3826.0870,3130.3835,12136.1667,13716.5785,6405.7494,3827.9110,2418.7437,3074.3802,3964.7787,8492.6966,2345.1233,2282.8125,2800.5374,3208.9985,3411.9905,2258.8487,3238.3703,3372.9817,2461.8096,2605.1860,2694.0845,2886.1357,4670.4487,1863.6693,4989.2197
ECHS1,1658.0818,2969.8536,1706.6521,1401.0380,1741.1030,3250.6217,1520.2020,1597.5078,1651.0351,1490.8707,1541.3994,1800.1183,1518.8042,1109.2862,2156.4470,1304.6033,1560.3540,2807.0872,1481.9113,1233.5165,1809.3306,1741.0026,864.5345,2361.7234,1144.2610,1304.5231,4426.1556,1560.3018,800.1049,1245.2381,2592.3560,2246.9512,1593.8581,1119.1060,1401.1080,1469.6661,965.5316,2606.9017,1451.5050,1927.2370,5547.3489,2814.5176,2948.9445,1458.9041,1298.4053,1101.9284,1349.8334,2075.8427,1154.3408,1161.4583,1582.5089,1454.2816,2844.3039,1109.2340,988.1382,1606.5662,1468.8602,1732.7232,1429.2958,1267.7286,1665.2914,1298.0421,2410.1643
LETMD1,531.5526,770.4565,594.3293,629.2867,776.6909,699.6408,653.5354,846.7290,954.7951,475.6300,534.0892,610.7629,796.0463,634.8705,842.4069,721.3516,631.5044,562.4380,654.6075,1120.8791,848.5463,490.3599,591.9739,855.2104,704.7956,717.8683,1021.4205,989.4804,622.2455,664.2857,238.3522,932.3171,942.3840,441.3765,705.2632,477.5237,527.4086,1666.1665,704.0134,547.8859,880.5447,988.5099,361.1319,542.8082,618.9949,870.1434,598.2865,797.7528,491.9614,576.5625,756.3210,595.7910,1236.5361,1206.0654,960.4951,862.7557,575.7932,756.0718,1073.2394,1136.0472,997.9371,623.6403,943.0185
COX6A1,1965.5367,3599.0525,1561.0687,1097.7918,2803.3299,2945.5651,3326.7677,1761.9938,3442.3321,1575.9771,2458.0039,3357.5399,5535.6798,1444.7252,2523.2092,1871.6944,2671.3864,5034.1602,3453.9249,2104.3956,3967.5456,6338.6889,1402.3223,2259.5190,2084.1195,1925.2127,8597.5197,2369.9926,2020.9864,2271.9048,4099.1299,3839.0244,3643.5433,2345.5614,2050.9695,3435.1089,1708.0565,4528.1320,2670.5686,2619.4690,11366.2059,9164.3261,5701.4523,4079.6233,1779.6103,2841.8353,2834.8406,6504.4944,1663.4512,1795.3125,2199.5847,2694.4848,3659.9300,2227.1210,2219.7009,3678.1485,2284.3713,2379.4439,3315.4930,1693.9233,1551.8308,3144.3075,3891.6838
HADHA,3460.5284,3356.1585,4385.4962,3669.8891,5149.6358,3742.4703,3930.8081,5026.1682,3594.4233,4437.0002,3528.5693,4210.9994,3468.1774,3818.6987,4594.2693,3497.5514,4236.4602,4796.0312,4148.1229,4142.8571,4740.3651,3809.1260,3393.7666,3474.9499,4056.2107,3496.6413,4859.0755,3048.7727,3354.6695,4040.0000,2265.8883,4407.3171,3299.8804,3556.3521,3799.4460,3245.5125,3256.2292,6216.0540,3901.3378,3607.0796,4111.4091,3967.9008,4656.3857,3570.2055,3543.3217,3784.5540,5030.4617,4110.1124,3767.4169,3914.0625,4174.4229,3556.6038,3636.8974,3487.5767,2817.1222,4996.2325,3797.8848,3934.2954,4000.5634,4216.6372,3566.2713,3616.3887,5419.4045
ETFA,1004.5137,1213.1783,941.6576,1068.4848,922.7888,1269.4114,1210.6061,1059.8131,1678.0735,1271.7670,1615.9928,1665.2868,1556.8949,1204.0430,1043.5530,878.5504,1668.4366,2267.3281,1686.0068,1234.4322,1340.0947,2920.9512,1174.9847,1710.9218,1199.2925,2266.0099,2326.9448,1408.1394,1363.0640,1087.1429,2525.8288,1792.6829,1289.1198,1341.6372,987.2576,1303.6221,1258.7209,2310.5776,1774.2475,1513.8643,3277.9039,4600.4012,1582.8717,1684.0753,1281.4466,1205.6616,1721.5612,2044.9438,1158.6281,1312.5000,1172.5907,815.6749,1189.5676,1009.9304,1150.6962,928.4177,1034.0776,1578.3175,1159.4366,1287.5516,1486.3332,1296.5917,1512.3203
NDUFS7,867.8926,825.9173,1272.1374,1893.2492,2104.4787,1578.3918,1163.9798,1067.0654,2239.6789,1363.2051,1856.9596,1322.9048,1386.2970,1075.7991,1525.8166,2007.7914,1838.1121,2810.2395,1699.4676,2276.5842,2078.1406,3801.8509,1389.8920,1328.7024,1708.2115,864.0349,2733.7993,1007.6591,826.6264,1472.4095,1825.9192,1255.1829,1681.8839,1849.5242,881.0526,2099.4969,1097.1968,1306.8942,1315.3679,1820.9951,1506.3586,1909.0425,2946.5908,3355.0342,838.0491,1372.8394,1565.0547,1826.4157,1547.0525,922.5469,1275.6321,1411.3933,1241.5581,1172.6276,1394.0175,1198.0355,1086.2397,1228.2107,1069.0141,662.0319,916.9727,1601.7041,1465.2156
CPT2,671.0852,878.1223,653.7623,446.1178,623.9334,614.5344,676.2626,621.1838,535.6992,1001.3581,563.3299,861.9752,526.0366,545.1674,588.5387,689.0304,784.4248,839.1212,705.8020,622.7106,476.6734,561.0540,514.5651,733.9679,483.0975,816.3905,664.0361,744.6605,424.9738,462.3810,734.0015,683.5366,1076.0591,419.7223,768.9751,809.6117,686.4618,579.1448,714.0468,753.9823,834.3305,597.4831,827.0699,464.0411,721.8074,766.0302,727.2727,658.9888,622.7224,706.7708,631.2447,818.5776,674.7206,594.1736,422.4858,784.7147,693.3020,697.8998,663.6620,386.0767,592.0578,562.0015,879.8768
BCKDHB,363.0263,484.4961,474.9182,525.0840,347.5546,809.6159,783.3333,781.9315,752.0068,621.0955,765.6273,1142.0461,732.8833,344.2830,573.0659,761.5083,724.4838,652.0198,612.9693,752.7473,653.8201,706.9409,754.5325,564.1283,661.5566,613.5244,727.1702,865.7953,472.1931,496.6667,579.3590,542.6829,516.2625,533.0612,652.6316,229.6353,938.1229,1266.3166,600.3344,678.0728,1528.3681,1922.3053,220.3923,451.1986,709.0883,557.8037,627.3203,1160.1124,425.5091,597.9167,1214.6085,468.0697,476.0077,395.5664,380.4023,826.6954,473.5605,1086.4719,510.4225,269.4985,337.8030,1309.6447,881.4168
IDH3B,986.9966,1377.6916,1023.9913,1241.8846,1577.9396,1614.2581,1504.0404,1271.6511,1716.9413,1102.7614,1767.5668,1570.1952,1541.4658,947.5679,1440.1146,1719.8825,2051.2094,1865.3437,1726.2799,1439.5604,2723.4618,3899.7429,2649.4194,1934.8697,1915.0943,1795.3426,1908.6809,1507.1725,1181.5320,1782.8571,1844.2560,1619.5122,1646.6111,1654.9316,1318.0055,2333.4482,1397.0100,1777.9445,1583.6120,2458.9971,1374.0458,1238.7379,1885.9111,1751.7123,1268.7275,2146.4805,2417.4203,2420.7865,1271.1683,1429.6875,1680.7133,2158.2003,1335.8925,1534.4678,1732.8520,2817.5457,1287.8966,2018.0688,1167.3239,2000.7080,1574.5229,1785.3517,1556.4682
LARS2,347.9254,1093.0233,572.5191,771.3443,839.5421,768.7206,768.6869,826.7913,468.1031,1071.3747,821.7216,884.6836,621.9865,575.4896,918.6246,1010.2840,1063.8348,523.8838,930.3754,826.0073,307.6403,728.7918,842.5341,1063.6273,963.4434,843.7080,553.5513,1073.2122,589.7167,704.2857,797.4447,276.2195,357.4913,851.8843,1110.8033,664.1760,1037.7907,378.0945,1224.0803,857.0305,467.9183,284.5158,646.8034,674.6575,413.3699,680.1558,1055.6878,638.2022,740.6217,829.6875,986.4419,1057.3295,742.4636,602.4146,613.5121,1252.4220,938.8954,711.0172,957.7465,418.1711,491.4905,604.0609,715.6057
ACADS,186.6475,619.2937,400.2181,236.4913,166.4932,449.2954,331.8182,357.0093,339.6705,503.9988,448.7543,225.1922,436.8370,414.4030,421.7765,336.4349,301.5929,705.3154,335.1536,407.5092,490.8722,580.9769,210.2261,476.4529,306.6038,371.2494,617.8129,555.5201,190.9759,188.5714,586.4082,643.9024,616.6469,212.3952,360.6648,504.6089,444.7674,559.6399,418.0602,347.2960,595.8325,533.2847,525.8272,388.6986,299.9581,392.5145,377.9153,675.8427,302.2508,394.7917,365.4574,348.3309,470.1366,107.1326,209.5926,335.8450,290.2468,340.2558,402.2535,127.9056,315.1109,401.7404,607.8029
LETM1,911.4920,1177.0026,1056.1614,1875.6487,1015.6087,915.7226,1226.7677,1229.9065,1331.6434,1508.3748,1102.7898,1167.1200,1070.3954,1269.7410,1143.2665,1843.2909,1514.5723,843.0900,1083.9590,1160.2564,763.3536,1083.5476,2703.6056,1197.3948,1362.8145,1237.7967,615.5581,1342.6841,825.2886,821.4286,1299.7026,815.8537,1393.6015,1321.8259,1298.0609,2142.0854,1683.5548,429.8575,1474.9164,1387.6106,461.3163,347.2552,1309.1780,1541.0959,1086.4208,1407.4285,1360.3046,844.3820,1389.0675,1279.1667,1271.7723,1269.9565,825.1101,1264.5762,1054.5642,1100.1076,923.6193,1269.0367,1185.9155,1264.4248,1281.0727,1123.2777,1104.7228
ATP5I,1443.9627,1454.3971,1240.7688,924.1681,1456.0708,1189.1959,1812.7879,1322.9283,2107.7144,842.0100,1404.9530,2171.3448,2448.9585,857.5742,1851.4097,1166.2733,1337.0478,2899.3111,1724.8737,1635.3755,2139.3780,3208.5668,836.6755,1428.7074,1031.8436,1143.5065,4682.2886,1151.3165,999.0346,913.9476,1028.9768,2127.5610,2172.5331,1059.5340,1430.5263,2186.3049,880.9884,2168.7922,2010.0334,1608.2045,5602.8224,5116.3888,3586.7465,1720.2997,1078.9695,1367.1853,1540.2142,3114.1404,1233.1618,1157.9115,1476.8242,1767.9245,1907.0159,924.1543,1493.6483,2042.9010,840.1880,1173.6525,1372.0394,1009.7982,1659.0459,996.3887,2556.2988
AUH,169.1304,163.2214,224.6456,196.6012,192.7159,148.6599,234.8485,151.4019,239.9662,191.3385,164.7024,155.6475,188.0424,165.5085,200.5731,129.7747,185.0147,301.6300,186.3481,244.5055,196.7546,122.7506,138.5211,186.8737,156.0535,255.7098,350.6201,178.5145,178.9087,153.3333,129.9703,293.9024,133.1630,210.5523,204.9861,190.7740,120.4319,249.8125,168.8963,137.2665,282.2364,428.2327,120.3773,162.6712,199.2655,166.0492,171.3470,219.6629,111.4684,185.9375,171.0028,195.2104,206.3904,131.0314,130.3765,121.6362,113.9835,191.4819,157.7465,196.8142,140.2785,78.3176,209.4456
SUCLG1,950.7544,1301.0336,1261.1778,1115.7016,1824.7659,1246.7532,2020.2020,1366.9782,1870.7224,1021.2766,1371.9230,1833.7079,1920.4436,961.4656,1615.4728,1237.5122,2066.3127,3478.9511,1752.9010,1310.4396,2647.0588,3920.3085,1161.1326,1200.9018,1101.4151,1311.2405,3901.9166,1167.5699,1929.6957,1748.0952,2267.2100,1985.3659,1100.1309,1503.8131,1419.9446,1897.7298,1089.7010,2897.9745,1978.2609,1931.1701,4289.6637,4415.8307,2744.7223,2763.6986,1333.3828,1375.8906,1907.6630,2750.0000,1248.6602,1154.6875,1471.1127,1569.6662,1106.4695,1219.2509,1524.4972,1495.6943,1392.4794,1429.5436,1331.2676,2168.7316,1170.1908,1427.8463,2377.3101
NDUFV2,1205.0540,1538.7597,811.8866,550.3205,959.0010,988.1183,1049.4949,1028.6604,1189.6916,863.7392,944.6516,1317.0905,1373.1919,835.1232,896.8481,631.2439,951.5044,1871.5804,1269.6246,932.2344,1218.3908,1884.3188,613.1595,990.9820,691.0377,973.5781,2771.1387,833.4927,934.9423,954.2857,1386.4963,1386.5854,1155.9569,864.3239,754.0166,1162.8968,794.4352,1948.2371,1090.3010,1244.8378,3363.7301,2975.7432,2408.7438,1065.9247,983.6083,559.3236,1188.0057,2214.6067,676.3130,530.2083,1075.8520,1246.0087,1596.9290,526.1857,1080.9696,1219.0527,848.4136,1151.2378,1123.3803,637.1681,1097.9887,974.6193,1770.0205
