TCGA-19-1389,TCGA-19-1787,TCGA-19-0957,TCGA-19-1390,TCGA-19-2629,TCGA-32-2632,TCGA-06-2558,TCGA-16-1045,TCGA-32-1982,TCGA-14-1034,TCGA-28-2513,TCGA-12-0821,TCGA-14-2554,TCGA-14-0789,TCGA-16-0846,TCGA-32-1970,TCGA-06-2563,TCGA-14-0817,TCGA-14-0790,TCGA-19-2620,TCGA-12-1597,TCGA-12-3652,TCGA-06-0125,TCGA-28-2509,TCGA-32-2638,TCGA-06-2562,TCGA-14-0736,TCGA-06-2567,TCGA-06-2559,TCGA-02-2485,TCGA-27-2521,TCGA-02-2486,TCGA-19-2625,TCGA-28-2514,TCGA-27-1834,TCGA-41-2571,TCGA-19-2619,TCGA-14-1823,TCGA-14-1825,TCGA-27-2523,TCGA-27-1831,TCGA-14-1829,TCGA-27-2524,TCGA-12-3650,TCGA-06-0878,TCGA-32-2634,TCGA-27-2528,TCGA-27-2526,TCGA-28-1753,TCGA-27-1830,TCGA-28-1747,TCGA-14-0787,TCGA-27-1832,TCGA-06-0129,TCGA-19-2624,TCGA-27-2519,TCGA-27-1837,TCGA-06-0882,TCGA-06-2561,TCGA-06-2569,TCGA-06-0130,TCGA-12-3653,TCGA-06-0141
COX7A2,1630.2961,2189.9225,1507.6336,1186.1199,1267.4298,2332.1359,3847.9798,1065.4206,3604.5627,1346.6123,1771.7440,3242.5784,3651.3983,1149.0840,1902.0057,1205.1910,2512.8024,5583.5578,3195.2218,1800.3663,5569.9797,8951.7995,1180.6885,1618.2365,1824.2925,1880.8777,5886.1330,1676.7612,2618.5729,2121.4286,3554.5765,3645.1220,2195.1401,1807.8929,1569.5291,4226.4675,1426.9103,2876.9692,3150.5017,2812.1927,12225.2940,11121.6487,6000.2994,4885.2740,1776.4305,2610.4303,2716.8015,5212.9213,1512.3258,1682.8125,1863.9306,2365.0218,1464.6043,1364.7039,2635.1728,2127.0183,1862.5147,2016.1915,1253.5211,4296.8732,1424.4456,2218.2741,2364.4764
TMEM126A,393.2281,330.7494,248.0916,151.0125,432.4662,258.0823,482.3232,276.6355,473.1728,275.8413,346.1137,571.9692,631.1475,251.4214,374.7851,285.0147,430.4425,680.3685,465.5290,309.5238,394.8614,667.0951,257.4862,314.6293,279.4811,335.8710,1117.2492,311.5503,325.2886,378.0952,832.6908,767.0732,459.4122,325.2733,390.0277,481.0566,263.7043,654.9137,469.8997,410.2262,1695.0691,1313.1497,831.8611,387.8425,372.0329,441.9113,414.5645,843.8202,276.5273,251.5625,363.5031,539.9129,373.4899,265.3591,342.4446,578.5791,294.9471,405.0217,393.8028,383.7168,324.3940,258.8832,619.0965
HIBADH,1028.0711,1078.3807,674.4820,799.4301,1383.1426,1026.2503,776.7677,1421.1838,819.6029,947.6384,1067.5817,1309.9941,1270.9740,1006.3171,850.4298,1152.3017,817.4631,948.5471,1084.6416,702.3810,600.4057,753.8560,812.7928,973.4469,646.6195,1032.2436,5291.9955,1059.6111,324.2392,558.0952,885.5601,1338.4146,515.2382,468.5594,1293.6288,849.0619,874.1694,2212.3031,717.3913,752.4090,1586.1358,1564.1072,985.7763,456.3356,1080.0613,510.3068,1021.4184,2080.3371,672.0257,1171.8750,734.3349,1182.1480,2632.0425,607.7712,540.8974,1230.3552,444.1833,972.4275,1040.5634,544.6608,1749.3553,1125.4532,1502.5667
MRPL19,1150.6906,810.9388,1023.4460,794.9527,1444.3288,697.4302,995.4545,846.7290,628.6439,1074.9962,941.6679,1378.1195,981.6779,1070.1200,1033.2378,1015.1812,1073.7463,794.8972,1329.6928,1295.7875,632.1839,1125.9640,1106.9464,714.4289,919.4182,1218.5401,808.3427,948.6771,973.2424,957.6190,831.3691,1146.9512,792.3196,1033.4108,1580.0554,544.0591,1149.5017,1252.0630,941.4716,1013.9626,1024.9639,964.4355,1124.1204,615.5822,660.3319,1120.9271,1374.5835,1200.0000,874.5981,1163.5417,1068.5233,732.2206,940.2732,875.1906,691.0779,1216.3617,1000.0000,972.4275,1235.4930,1482.0059,791.1294,1075.4170,1044.1478
MRPL36,630.6147,375.1077,295.5289,456.2939,521.1238,670.9036,557.5758,414.9533,569.4973,307.8316,586.6030,686.4577,683.2208,493.9987,314.6132,339.8629,444.1298,964.9894,634.8123,573.2601,626.7748,718.5090,557.3437,825.6513,524.7642,597.8504,1071.0259,319.6260,335.2571,450.4762,630.0253,929.2683,581.8197,466.2558,341.8283,660.0543,350.4983,819.9550,530.1003,654.0806,1454.9206,1637.0600,1287.0190,584.7603,360.3737,549.8243,786.7682,1039.8876,442.6581,570.8333,458.2875,710.4499,664.3333,281.8410,501.7019,461.7869,440.6580,439.2819,388.1690,446.9617,644.6622,316.8963,892.1971
FARS2,230.7422,216.6236,207.7426,342.3222,400.0000,335.4518,280.3030,236.7601,321.0815,290.9310,378.9348,305.1449,392.9605,242.5774,343.8395,321.7434,315.7522,379.8724,147.4403,212.4542,345.5037,492.2879,274.5977,270.0401,316.0377,305.4187,335.9639,275.4224,215.1102,439.5238,311.4880,429.2683,330.3466,227.5992,244.8753,266.7303,383.3056,350.3376,306.0201,461.7502,504.2294,396.8630,262.3147,451.1986,273.4601,287.6413,317.4679,421.9101,273.3119,265.6250,331.7455,354.1364,197.3580,155.3422,209.1800,305.1668,305.5229,254.3705,158.3099,304.4248,222.7953,414.0682,221.7659
ABCB7,335.8446,645.5642,392.0393,542.1797,457.0239,506.2172,451.5152,614.3302,386.9877,590.3124,453.5283,435.2454,782.5458,580.5433,286.5330,434.3781,566.3717,717.7888,318.7713,422.1612,438.1339,498.0720,497.8611,804.1082,434.7484,396.3278,484.7802,559.3454,629.0661,466.6667,408.8556,590.8537,478.8745,397.1467,463.7119,300.8812,420.6811,848.4621,439.7993,433.8250,504.2294,698.1579,409.6422,422.9452,486.5045,416.4529,482.6273,549.4382,346.1951,453.6458,476.3650,523.9478,364.9091,555.4411,357.2976,384.2842,351.3514,440.2206,434.9296,298.2891,411.5523,518.4917,524.1273
MTX1,306.2468,249.1860,234.9782,172.4799,420.6077,431.1191,218.0455,282.8536,430.7731,336.0374,366.8566,218.6872,353.6307,241.1497,308.7966,292.1205,303.6838,577.9844,256.4915,353.1502,382.6707,628.4769,258.5740,427.5952,207.6140,228.7730,670.6201,390.9638,217.7912,221.2286,466.4478,582.5854,677.0465,269.0646,355.6454,299.6093,286.4244,441.3503,297.6589,352.3225,519.6369,557.1767,558.1315,300.4795,289.8571,359.2324,338.2532,600.3034,251.8757,196.2656,323.9770,358.8316,366.6659,226.7502,411.3461,850.2422,171.1633,255.1637,280.9690,608.3398,446.9263,227.3241,321.2474
NDUFA7,813.0339,630.0603,522.9008,692.3781,1464.3080,1001.3816,873.7374,573.2087,1074.7782,749.0569,1543.7864,1041.2774,1331.2440,554.0114,704.2980,844.2703,1191.7404,2000.2835,1545.3925,1023.8095,1275.1859,3138.8175,750.4583,965.4309,873.8208,790.8643,2112.7396,734.0346,592.8646,918.0952,1394.4267,990.8537,1353.1405,723.3415,639.3352,1116.9698,731.7276,1332.3331,1061.8729,1388.7906,3076.5422,3086.6314,2438.6884,1643.8356,705.9085,712.8337,1154.6882,1829.2135,577.7063,580.2083,763.6497,885.3411,936.2086,487.0411,765.7555,1010.7643,723.8543,849.4662,708.7324,330.3835,525.0129,919.5069,1197.6386
TIMM17A,1273.9142,801.0336,737.7317,638.6486,1130.9053,846.6427,1055.0505,1219.9377,1272.4968,488.9090,960.1671,1194.0863,1026.0366,696.1466,822.9226,881.9785,1063.3628,1610.7725,781.5700,886.4469,591.6160,1096.4010,1081.6867,1117.7355,858.0975,1146.4398,2321.3078,696.2066,755.5089,640.4762,997.9073,1406.7073,1656.3423,1106.2056,913.5734,1115.2033,453.9037,1667.6669,1040.1338,906.5880,2211.6773,2370.9648,1528.3725,764.5548,1094.9002,1051.0117,1306.0447,903.9326,1000.0000,926.5625,931.2324,977.5036,969.1769,719.4363,592.0578,1148.0086,861.3396,1032.5003,1133.5211,1566.9617,1451.2635,994.9239,2042.6078
ALDH9A1,2644.4743,2728.6822,2653.7623,1407.1436,2185.6400,3413.0975,2721.7172,3816.1994,3148.2890,3858.1560,4053.7073,4465.9965,3730.4725,2756.1592,2961.0315,2595.9843,2875.7522,4083.3451,4688.0546,3466.1172,2194.7262,2611.1825,1731.1061,2747.9960,2638.3648,1969.0999,5431.7926,3653.5969,2034.6275,3005.7143,2402.0267,3028.6585,4213.0710,2736.7187,4499.1690,1490.8632,2787.7907,7181.5454,2637.1237,2416.5192,4594.1820,6273.2081,2502.1710,1875.0000,3628.1155,2914.4106,3613.5174,3484.8315,2015.0054,3316.1458,4042.0178,2018.8679,4373.4899,1635.4197,1589.6854,4264.2626,2404.2303,3229.3793,2795.4930,3035.7522,2339.3502,3367.6577,3493.3265
MRPS18C,323.2263,337.5452,348.4896,165.6131,359.9001,270.7267,394.8333,358.0062,365.3570,285.9031,288.7662,481.9255,509.0260,239.1914,584.5559,252.3555,361.5434,654.2877,390.6689,334.1026,425.7066,499.2545,264.9501,232.4800,339.7563,348.7550,982.5705,327.1363,256.3694,269.0429,518.8104,709.6098,422.8538,227.2168,395.4626,359.2851,168.8040,540.6677,358.7793,351.8859,839.5874,1129.0753,660.9612,341.5068,303.8904,404.0961,463.6792,613.3258,305.9700,266.9010,355.7689,416.7562,320.2800,389.9872,269.9618,442.2928,307.6146,325.8712,294.1690,285.7723,491.5523,275.2212,567.4384
ALDH6A1,169.0579,629.4272,1164.0403,598.1642,325.2529,702.0724,964.4040,730.1184,659.3663,1623.2624,594.7964,550.8220,665.5448,736.3677,539.7135,1190.5289,1367.0136,489.0376,1043.1126,1389.4689,715.4564,818.0656,613.6280,774.3387,691.1557,717.9669,323.5400,1339.9554,590.6821,670.9190,883.1898,461.7988,305.5065,840.4214,598.1496,547.6272,1491.8771,344.8537,481.0368,650.8751,311.1285,364.3407,369.7320,488.1849,405.0177,512.8945,909.2432,479.3371,426.6988,730.9948,702.7629,459.6009,241.2058,732.3664,215.1047,354.8924,554.0306,1000.3379,629.3634,123.7947,157.5039,535.7288,495.2259
FDXR,863.1690,198.5357,324.9727,251.9589,277.2112,980.9340,240.9091,209.9688,297.4229,205.8247,562.7331,210.0532,252.6519,200.2527,240.6877,238.0020,536.1652,496.1021,189.7611,283.8828,760.6491,636.8895,244.4490,207.9158,378.5377,428.5714,792.5592,498.5655,96.5373,180.4762,166.0976,645.7317,248.4001,167.7046,320.7756,437.4847,305.6478,625.6564,138.7960,627.7286,428.3062,370.6000,471.9269,484.5890,407.0103,247.3639,398.8577,538.2022,329.0461,123.9583,385.4892,491.2917,723.9472,288.4338,269.4172,327.2336,334.9001,680.0422,392.1127,72.6844,190.8200,543.1472,478.9528
GATC,20.5373,51.2489,38.1679,42.3323,54.9428,44.7637,70.2020,56.0748,54.0769,44.6658,59.0780,32.1703,101.7358,53.6955,13.7536,51.4202,67.4926,43.0900,27.9863,23.8095,45.9770,104.1131,57.8529,46.0922,67.2170,39.4089,76.6629,63.7552,46.6946,33.8095,112.3472,31.0976,37.9002,50.6800,42.6593,53.5816,27.4086,54.0135,45.1505,56.6372,28.8838,53.2555,70.6693,68.4932,29.6778,75.6151,42.8367,37.0787,30.0107,35.4167,37.1320,16.6909,21.2261,35.4362,18.5663,31.2164,28.2021,34.7296,59.7183,45.7817,37.1325,70.3408,31.8275
ACAD8,682.5619,720.9302,641.7666,908.1103,849.9480,606.2448,1069.1919,1044.8598,850.0211,852.8746,849.7688,1107.5103,794.5998,697.4100,709.4556,1044.5642,1039.7640,635.5776,903.0717,817.7656,831.6430,1030.2057,1416.5818,646.7936,987.4214,1002.2391,1058.6246,1107.2150,1198.3211,936.1905,1783.0158,609.1463,1024.3304,1208.0263,873.1302,1052.7896,1009.1362,921.2303,1235.7860,985.2507,831.0295,1187.6710,991.1663,1053.9384,899.8744,927.8997,1030.9376,757.8652,929.2605,721.3542,958.1043,1001.4514,786.7224,1294.6557,1111.5008,879.9785,1262.0447,901.5605,861.9718,373.3333,413.6153,744.0174,1197.1253
ALDH2,3145.2211,3432.8165,4209.9237,1475.9337,2845.3694,3636.3636,2455.5556,4991.9003,2272.9193,2736.6833,3111.4426,5485.0384,4122.4687,1095.3885,6298.5673,3166.5034,1520.2360,2930.1205,3706.4846,3108.9744,4002.0284,1469.7943,1282.5423,1023.5471,1480.7390,1734.4380,7039.4589,4303.4747,1397.6915,1516.1905,5280.3172,2795.1220,2662.2347,2366.7549,4231.5789,1834.1385,3250.4153,3104.2761,2889.6321,1132.7434,1612.5438,2180.5581,1946.9981,1946.9178,2454.7810,2766.9801,2312.7082,2994.9438,2385.8521,3136.9792,3271.5280,2122.6415,2894.8854,1697.6390,1973.8009,4876.2110,1828.4371,4874.3400,4497.4648,2262.6549,3108.3032,1746.1929,5278.2341
PPIF,1329.4856,2665.3747,1250.2726,1794.2404,3698.2310,1499.3092,1070.2020,1314.6417,887.1990,1128.1123,1025.2126,1089.0597,1037.6085,1106.1276,1766.1891,1519.0989,866.0767,1463.3593,1371.3311,1004.5788,1457.0656,932.5193,698.7166,1367.2345,676.8868,1194.3574,2586.2458,2453.2993,730.3253,708.0952,1890.9572,1256.7073,1772.0916,1115.8809,1395.0139,1606.2696,1046.9269,1370.5926,1419.7324,967.5516,2049.1025,1006.7481,1746.3692,2130.1370,1213.6115,1296.0958,986.1970,1012.3596,1192.9260,1206.2500,1828.7529,1170.5370,2060.2913,1576.9088,866.8386,2332.6157,1109.2832,1012.3196,959.4366,1739.7050,1563.6926,1216.0986,2449.1786
IVD,1076.9981,1599.0525,1623.2279,1449.4759,1125.0780,1484.3880,1039.3939,1775.7009,1473.5953,1695.4882,970.3118,1068.7167,1687.0781,1962.0973,1722.6361,2125.8570,2249.4395,1451.4529,2101.0239,2288.4615,1315.7539,1476.2211,1879.8126,1922.3447,2048.3491,1595.1635,1225.4791,2936.9886,1185.2046,1188.0952,2226.2364,1912.1951,1930.8628,952.7835,1601.1080,1143.4661,2564.7841,2177.7944,1859.5318,2338.6431,1284.0933,949.1154,1458.9010,1218.3219,1847.4453,1243.2792,1995.2404,2376.4045,1612.0043,1250.0000,2823.5007,2369.3759,1756.3509,1885.5330,1690.7684,1365.9849,2976.4982,2648.3633,2495.2113,783.0088,1227.9526,2310.3698,1553.9014
L2HGDH,69.4643,270.0258,160.3053,126.9970,91.1550,197.8447,243.4343,134.5794,160.5408,269.8053,136.6552,144.7664,87.7531,134.5546,181.6619,255.1420,217.5811,181.9986,165.1877,186.8132,187.9648,205.6555,207.3742,231.9639,168.6321,225.2575,146.5614,314.5256,192.0252,194.2857,232.1842,125.0000,77.3369,154.8043,113.5734,190.1852,296.0963,172.5431,93.6455,219.8623,176.6041,115.9949,148.5252,130.9932,84.7938,159.2097,250.3570,150.0000,124.3301,167.1875,180.7744,227.1408,140.4539,190.7784,158.4322,123.2508,165.6874,174.1171,114.9296,249.2035,123.2594,262.5091,164.2710
ETHE1,436.7188,467.2696,232.2792,172.1787,238.0853,528.8754,466.1566,564.4860,574.5670,497.3593,856.9297,348.1963,912.7290,593.8092,399.4212,304.1136,474.3363,1211.6230,346.7577,449.6337,656.5247,1033.4190,333.2654,428.8577,577.8302,399.4626,965.0507,329.8268,239.7692,357.1429,211.0365,740.8537,393.3429,247.4104,360.6648,397.4457,382.8904,825.9565,382.9431,545.9194,929.2346,1275.2143,1218.7453,544.5205,297.8383,328.6786,440.7425,970.7865,277.5991,446.8750,404.0552,632.8012,436.7167,237.7519,201.3409,273.9505,351.3514,470.7216,246.1972,242.1239,670.9644,410.4423,584.7023
MRPL20,1320.9143,1205.9819,1034.9891,784.1294,1460.4121,1285.3274,1356.2475,1191.7196,1369.9704,1731.6795,1375.5453,1561.0077,2106.5140,849.0587,1578.8596,1385.3771,1114.9215,2380.2920,1591.5904,1180.0641,1725.5713,1735.8162,1504.9949,1611.4980,1017.6612,1051.4330,3099.6167,1640.9988,893.6988,1349.2952,1413.1292,2050.7561,1754.4526,1023.1642,1262.5208,1870.6623,708.7874,2873.0683,1518.7458,1411.8938,2204.1510,2247.6965,2381.7637,1281.1130,1143.0949,1414.6404,1197.2299,2037.9438,1094.5552,1155.6823,1301.7369,947.8592,1602.4478,750.6366,978.6570,1898.8590,1171.3043,1291.3481,1412.6085,940.5876,1283.8834,1155.2864,1870.5698
SLC25A5,3018.3733,12791.9897,2496.7285,5462.5013,4048.2830,8128.7649,6280.8081,4729.5950,6955.6401,5189.0750,5183.3507,3041.0408,7146.5767,3029.6905,4174.2120,4698.3350,7579.9410,13804.6775,5208.1911,4760.0733,8179.1751,10865.6812,4341.8211,6713.9279,3992.9245,4731.3032,8280.7215,4887.8971,4656.8730,5677.1429,5583.8749,4885.9756,3064.2844,6063.6287,3886.9806,4968.9551,5051.9103,7636.9092,7607.0234,5636.1849,10906.5401,12660.2225,9245.0966,10941.7808,3795.5833,5037.3326,7056.1637,8832.5843,4646.3023,3239.0625,5080.7378,4803.3382,3425.0875,3633.8539,3148.0144,3299.2465,4621.6216,4045.9932,3512.1127,4201.0619,6117.0707,6431.4721,8564.6817
SLC25A12,518.2638,419.4660,471.6467,396.4587,546.9303,574.7444,636.3636,957.0093,976.7638,435.1894,569.8941,792.4305,601.2536,490.8402,735.2436,684.6229,1084.6018,757.4770,643.0034,640.1099,478.7018,739.0746,645.3453,417.3347,550.7075,784.5947,1497.1815,402.0827,492.6548,594.2857,590.8140,463.4146,575.6737,968.9090,463.1579,528.7500,867.1096,945.9865,498.3278,604.1298,1177.6357,846.2521,686.9292,677.2260,606.2758,549.0643,628.2723,405.0562,496.2487,533.8542,760.7182,581.2772,684.2046,629.1977,637.8546,559.7417,537.0153,818.0218,1028.1690,901.9469,495.1006,807.8318,1176.0780
MRPS21,1217.7388,1053.4022,1027.8081,639.8697,1414.7763,1588.8367,1284.8485,1233.0218,1848.7537,846.8387,1096.2256,1369.1307,1818.7078,1007.5805,869.9140,1173.3595,1412.6254,3020.8363,1384.9829,1235.3480,1745.0980,3023.1362,1177.8366,1377.7555,1184.3553,1156.2920,3236.7531,1241.5259,1124.3442,1427.1429,1514.2637,1592.6829,2759.0340,1049.9969,1070.3601,1746.9949,1149.5017,1440.3601,1500.0000,1388.7906,3624.5100,3268.2838,3142.3866,1727.7397,1033.4247,791.4886,1293.1937,2837.6404,974.2765,775.5208,1188.2252,1468.7954,1978.9997,919.2797,1637.5451,1742.1959,1091.6569,1061.1287,1205.0704,1559.4100,1631.7690,1200.1450,2194.0452
TOMM22,759.8786,932.3859,942.2028,959.8046,1259.1051,1046.6980,1189.8990,1043.6137,1504.0135,570.3938,1215.5751,916.8539,1239.6336,848.3891,1187.9656,772.2821,1710.9145,4029.4826,1315.3584,586.0806,2608.5193,2579.6915,921.1652,1068.1363,1160.3774,808.3296,2452.0857,717.0333,1359.3914,1613.8095,2380.4384,1320.1220,624.8415,988.2595,968.4211,1770.5472,983.3887,2075.7689,1729.0970,929.4002,4331.7516,4434.0689,2996.8558,2029.9658,642.3132,863.3039,1613.5174,2521.3483,1095.3912,671.3542,1350.9222,823.6575,1097.4371,694.7134,1185.3533,1110.8719,1173.9130,793.6173,1232.1127,1813.8053,1649.8195,1159.5359,1209.4456
ACAA2,1086.0587,3253.2300,1416.5758,788.8471,535.6920,1766.7864,1003.0303,1074.1433,1426.2780,2801.2675,1694.1668,1598.5807,819.6721,912.8238,863.0372,1023.0167,644.2478,1636.8533,1544.0273,1062.2711,1436.1055,245.5013,1119.9837,2113.2265,450.8648,1315.7188,3782.4126,2137.9237,1014.6905,1902.3810,1373.2790,1425.0000,2144.9479,391.1573,867.0360,1383.1112,1772.8405,1376.5941,1869.5652,374.4346,1804.0025,1835.4915,2460.2485,669.5205,1224.2108,1113.7076,960.0190,2376.9663,1109.3248,849.4792,1352.3879,911.4659,936.6603,538.1351,950.1805,1365.9849,587.5441,1630.8811,1773.5211,1688.7316,1832.9036,270.4859,2411.7043
MRPL30,663.9213,680.6245,656.7067,652.2520,956.1415,576.4023,1046.3838,651.7383,767.2159,732.1563,551.9916,892.0686,805.9691,688.8377,790.0745,654.1234,954.8083,1213.7831,935.0512,719.8810,1172.0825,1173.2841,790.7924,583.1713,639.3042,840.2239,1271.1387,581.6470,803.4365,508.4333,1060.9627,966.0305,577.4970,742.3465,710.7978,815.2643,630.1993,1217.3593,820.2007,867.3904,1166.4452,1596.6952,1347.5071,981.1644,688.9498,911.1922,858.0343,887.4494,640.9432,744.1823,720.7671,892.5472,589.9469,735.7740,739.0366,619.5802,645.9342,665.5638,681.0817,980.8991,796.0908,754.2422,903.0287
DNAJA3,710.9516,1614.5564,901.3086,1002.5440,1339.4381,1404.8080,1904.5455,1267.2897,1130.5450,1113.6261,1251.9767,1468.4802,1305.2073,1046.7467,1206.8768,1652.3017,1449.9115,2022.9624,1608.1911,1045.7875,1173.0899,2098.9717,1117.1318,1808.1162,1106.5252,1383.3408,2110.4848,2021.4642,1076.0756,1537.6190,1451.2612,981.0976,1509.8630,1122.7918,1326.8698,1635.7101,1144.9336,1210.0525,1247.4916,1615.3392,2801.7330,1963.8884,1246.8932,1566.7808,1047.2037,1320.0342,1433.6030,1780.3371,891.7471,1268.7500,1231.7088,1524.6734,1379.6997,908.1544,1011.6555,1888.0517,1296.1222,1194.8844,1330.1408,1302.6549,1087.1583,1222.6251,1234.5996
NDUFB2,2063.3605,2114.1171,1422.5027,1337.9261,1723.1925,3013.5065,2613.0909,1847.3271,2835.6401,1789.0207,2306.4180,2730.6399,3491.7743,1504.0619,2487.6390,2222.3213,1768.0000,3875.2091,1741.9659,1530.2198,2726.8357,3589.9679,1556.7244,2166.8236,1305.0236,1449.6014,4818.4667,1746.4499,1276.4795,1681.8857,2383.5048,2993.8780,2192.5690,1443.4486,1688.0000,3435.0794,1486.2874,3560.3676,2680.5351,1925.6401,6743.1153,6378.9823,4781.5242,2899.8202,1817.7251,1479.6124,1673.4841,7667.3989,1561.6184,1805.6406,2034.9237,2711.8287,1875.5019,980.2546,1995.6637,2513.4446,2223.2315,2389.7125,2044.4620,1291.7664,2165.5441,2252.3423,3821.3398
MRPS34,956.1907,1049.0956,692.4755,1005.8003,1549.2196,1246.7532,1076.7677,683.4891,802.7038,686.8870,916.6045,1202.6020,1279.1707,641.8193,1165.6160,976.9833,1088.8496,1662.3671,1222.5256,716.1172,1144.0162,1985.2185,754.5325,1539.0782,735.4560,819.5253,1994.3630,967.3786,650.0525,910.0000,1198.8104,764.0244,1213.8315,698.9229,800.0000,1228.2546,762.0432,1036.7592,1076.9231,1144.5428,1449.1438,1173.8100,1378.0506,1533.3904,761.0245,934.3593,1008.0914,1606.1798,899.2497,814.0625,993.7706,1283.0189,1205.8259,704.6026,957.1944,1629.1712,903.6428,582.4240,864.2254,624.8968,947.3956,1220.4496,965.0924
ETFB,938.6736,1493.1094,1637.9498,1346.9014,1146.3059,2058.0271,1147.9798,908.4112,1294.4656,1767.3155,1457.8547,898.8764,1218.9007,1055.5907,1541.5473,835.4554,999.6460,1788.8023,1382.9352,1727.1062,1972.2786,1922.8792,838.4600,1476.4529,1219.3396,583.9678,2330.3269,1446.8176,561.3851,1382.8571,755.5898,1081.0976,1713.1926,806.7331,829.3629,2039.0439,1051.4950,1330.0825,1377.9264,1101.6716,1372.3953,1416.0131,2409.3427,1150.6849,484.3847,1351.1922,1079.0100,2277.5281,1240.0857,1002.0833,1081.2263,1213.3527,1479.9594,983.1472,1092.5219,1125.4037,921.2691,1172.8265,676.6197,144.4248,1272.3053,511.2400,1304.9281
LACE1,32.6180,68.9061,58.3424,77.3379,37.4610,65.7640,77.2727,49.2212,42.2476,76.0525,84.1414,77.5872,87.2710,61.9078,41.8338,89.1283,95.3392,57.8313,80.5461,48.5348,54.7667,88.0463,62.7419,47.0942,52.2799,89.5656,36.0767,83.3068,61.3851,68.0952,54.1910,67.6829,64.5328,82.0094,100.2770,17.6643,40.2824,47.2618,45.1505,82.9892,103.1566,87.5433,36.5324,57.3630,82.6740,67.2556,55.2118,97.1910,57.8778,98.9583,68.4011,66.7634,68.1946,42.4410,80.4538,96.8784,62.2797,84.9466,47.8873,101.4749,41.7741,43.5098,81.6222
ATPIF1,1392.3055,1161.4987,1222.4646,953.6990,1634.9636,1603.7579,1958.5859,1466.0436,1532.7419,1563.9052,1056.8402,1818.5689,1568.9489,761.2129,1389.6848,1457.8844,1536.2832,3038.4125,1478.4983,1336.9963,1839.7566,1201.1568,1178.6515,1542.0842,978.7736,700.4030,3036.0767,1024.3332,1355.7188,1179.5238,1525.7187,1312.8049,2454.8078,1649.8636,1204.4321,1772.3136,1037.7907,2198.7997,2222.4080,1263.3235,3508.1494,3010.7605,2605.1804,1724.3151,861.7172,782.7491,1468.3484,2253.9326,1424.4373,1133.3333,1121.7784,1604.4993,1906.2888,1249.7425,1925.9412,1769.6448,1054.0541,1135.2810,1355.4930,953.8643,1398.6591,1522.8426,2014.3737
CHCHD3,1256.3971,2276.4858,671.2105,1162.9185,979.3965,1251.1744,1002.0202,875.3894,902.4081,1150.4451,953.6029,1294.8551,1238.6692,853.4428,955.8739,1254.6523,1164.3658,1188.3770,836.8601,578.7546,914.1312,804.6272,930.5358,1165.8317,646.6195,1098.0743,978.5795,993.7307,1126.4428,1102.8571,904.5049,1499.3902,771.3208,722.4200,1215.5125,1084.5853,1081.3953,1255.0638,1046.8227,1319.5674,1809.7792,1331.3879,1672.7055,1099.3151,1153.1959,894.0819,1017.1347,1944.9438,977.4920,1289.5833,1250.2748,1357.7649,1484.4756,800.1978,1243.9402,1411.1948,1129.2597,852.7514,1099.7183,907.1386,1629.7060,1213.1980,1265.4004
COQ10B,886.1224,539.1904,467.8299,200.6716,716.3371,448.1901,578.2828,576.3240,630.3338,465.9725,683.2761,828.3856,756.9913,535.0600,546.1318,331.0480,452.6254,820.4111,511.2628,696.8864,469.2360,549.4859,371.1550,559.1182,555.4245,774.7425,1169.1094,522.7925,597.0619,617.1429,509.3072,873.1707,478.8745,508.6427,616.6205,426.2974,601.3289,1051.7629,416.3880,434.6116,1148.7518,1795.3675,727.6538,442.6370,687.8899,504.6072,519.7525,647.1910,376.2058,497.3958,455.3561,493.4688,607.4292,248.8772,472.4085,658.7729,432.4324,629.3559,735.7746,823.5988,677.1532,381.4358,982.5462
ACSF3,166.7142,317.8295,272.0829,352.4982,419.9792,384.0840,327.2727,267.2897,287.2835,361.5512,394.4502,277.7055,191.8997,300.6949,359.8854,396.1802,395.9882,500.6378,321.5017,429.4872,427.9919,410.0257,352.8213,383.2665,292.8459,278.5490,231.1161,382.9561,221.4061,257.6190,303.1171,254.8780,434.8283,394.3824,275.3463,393.9129,377.0764,198.0495,202.3411,323.3038,276.4597,108.6996,337.1762,382.7055,232.1231,311.1998,374.5835,319.1011,308.6817,353.6458,402.5895,248.9115,277.2948,343.2362,302.4239,272.8741,352.5264,304.5876,361.6901,179.3510,335.7401,279.1878,274.1273
POLDIP2,2815.9605,2734.6598,2034.4984,2557.7572,3322.4849,2277.2976,2335.5859,2338.3240,2378.9607,2465.2724,2684.4935,3279.9763,2536.8756,1906.7720,2534.7335,2637.3702,3046.6360,3125.2502,2787.3652,2163.7637,2718.7897,3232.2943,2081.9963,2419.3287,2283.9662,2370.0985,4017.6550,2765.5892,2046.8888,2650.4476,4080.8547,2660.3963,3286.4514,2398.1258,2499.2355,2679.6322,3052.4003,2111.0653,2466.4381,2928.2714,2467.4479,2959.7666,2005.5457,2999.4092,2381.4980,2503.5889,2503.8886,3229.5281,2265.4662,2265.2292,2746.4419,2927.4238,3063.9855,2077.0201,2796.8479,3258.1055,2733.6193,1449.9730,2490.6873,1897.0950,1648.4425,2452.2408,2774.3789
